"canonical_id","canonical_name","detloc","facility_address","facility_city","facility_state","facility_zip","facility_type_detailed","facility_type_wiki","id_range","type_detailed_corrected","type_grouped_corrected"
2016,"Newark Field Office","NEWHOLD","970 Broad St., 11th Floor","Newark","NJ","07102","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2017,"Philadelphia Field Office","PHIHOLD","114 North 8th Street","Philadelphia","PA","19107","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2018,"Phoenix Field Office","PHOHOLD","2035 N. Central Avenue","Phoenix","AZ","85004","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2019,"Salt Lake City Field Office","SLCHOLD","2975 Decker Lake Drive, Suite 100","West Valley City","UT","84119-6096","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2020,"San Antonio Field Office","SNAHOLD","1777 NE Loop 410, Floor 15","San Antonio","TX","78217","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2021,"San Diego Field Office",NA,"880 Front Street, #2242","San Diego","CA","92101","ero_office","ICE ERO Field Office","ero",NA,NA
2022,"San Francisco Field Office","SFRHOLD","630 Sansome Street, Rm 590","San Francisco","CA","94111","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2023,"Seattle Field Office","SEAHOLD","12500 Tukwila International Boulevard","Seattle","WA","98168","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2024,"St Paul Field Office","SPMHOLD","1 Federal Drive, Suite 1601","Fort Snelling","MN","55111","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2025,"Washington Field Office","WASHOLD","14797 Murdock Street","Chantilly","VA","20598-5216","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2026,"Birmingham Hold Room","BHMHOLD","1833 29th Ave S, Birmingham, AL 35209","HOMEWOOD","AL","35209","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2027,"Etowah ERO Hold Room","ETWHOLD","UNAVAILABLE","GADSDEN","AL","35901","ero_hold","ICE ERO Hold Room","hold","Hold","Hold/Staging"
2028,"Fayetteville Hold Room","FAYHOLD","P.O. BOX 1188 2887 N POINT CIRCLE","FAYETTEVILLE","AR","72701","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2029,"Fort Smith Holdroom","FSAHOLD","4991 Old Greenwood Rd, Fort Smith, AR 72903","FORT SMITH","AR","72901","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2030,"Little Rock Hold Room","LRAHOLD","UNAVAILABLE","LITTLE ROCK","AR","72201","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2031,"Texarkana Holdroom","TXAHOLD","100 NORTH STATELINE AVENUE","TEXARKANA","AR","71854","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2032,"Az Rem Op Coord Center (Arocc)","IWAHOLD","130 N Robson, Mesa, AZ 85201","MESA","AZ","85204","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2033,"Tucson Ins Hold Room","TUCHOLD","6431 SOUTH COUNTRY CLUB ROAD","TUCSON","AZ","85706","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2034,"Yuma Holdroom","YUMHOLD","3911 S. PICO AVE.","YUMA","AZ","85365","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2035,"Bakerfield Hold","BKLHOLD","800 TRUXTUN","BAKERSFIELD","CA","93301","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2036,"Fresno Holdroom","FREHOLD","733 L STREET","FRESNO","CA","93721","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2037,"Imperial Sub Office Hold Room","IMPHOLD","2409 La Brucherie Road, Suite 3","Imperial","CA","92251","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2038,"Santa Ana Dro Holdroom","SAAHOLD","34 CIVIC CENTER PLAZA","SANTA ANA","CA","90701","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2039,"Sacramento Hold","SACHOLD","650 CAPITOL MALL","SACRAMENTO","CA","95814","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2040,"San Bernardino Hold Room","SBDHOLD","655 WEST RIALTO AVENUE","SAN BERNADINO","CA","92410","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2041,"Snj Hold Room","SNJHOLD","1887 MONTEREY ROAD","SAN JOSE","CA","95112","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2042,"Stockton Staging Facility","STK","22 EAST MARKET STREET","STOCKTON","CA","95202","staging","ICE Staging Facility","hold","Staging","Hold/Staging"
2043,"Ventura Custody Case","VENHOLD","275 SKYWAY DRIVE","CAMARRILLO","CA","93010","custody_case","ICE Custody/Case Facility","hold","Hold","Hold/Staging"
2044,"Westminster Custody","WESHOLD","8200 WESTMINSTER BOULEVARD","WESTMINSTER","CA","92683","custody_case","ICE Custody/Case Facility","hold","Hold","Hold/Staging"
2045,"Alamosa Holdroom","ALMHOLD","1921 STATE STREET","ALAMOSA","CO","81101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2046,"Craig Holdroom","CRGHOLD","466 TUCKER STREET","CRAIG","CO","81625","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2047,"Durango Holdroom","DURHOLD","32 SHEPPARD DRIVE","DURANGO","CO","81303","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2048,"Frederick Holdroom","FRDHOLD","3770 PURITAN WAY","FREDERICK","CO","80516","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2049,"Grand Junction Holdroom","GJCHOLD","571 S. COMMERCIAL DRIVE","GRAND JUNCTION","CO","81501","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2050,"Glenwood Springs Holdroom","GSCHOLD","100 MIDLAND AVENUE","GLENWOOD SPRINGS","CO","81601","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2051,"Pueblo Holdroom","PUEHOLD","935 CO-67 Florence, CO 81226","FLORENCE","CO","81226","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2052,"Hartford Office","HARHOLD","450 MAIN STREET","HARTFORD","CT","06103","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2053,"Dover Holdroom","DVDHOLD","1305 MCD DRIVE","DOVER","DE","19901","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2054,"Fort Myers ERO Holdroom","FMYHOLD","8860 SALROSE LANE","FORT MYERS","FL","33912","ero_hold","ICE ERO Hold Room","hold","Hold","Hold/Staging"
2055,"Jacksonville Sub-Office","JAXHOLD","4121 SOUTHPOINT BLVD","JACKSONVILLE","FL","32216","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2056,"Krome/Miami Hub","KRHUBFL","CONCOURSE E SATELLITMIAMI INTERNATIONAL","MIAMI","FL","33299","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2057,"Krome Hold Room","KROHOLD","18201 SW 12TH ST","MIAMI","FL","33194","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2058,"Orlando Hold Room","ORLHOLD","9403 TRADEPORT DRIVE","ORLANDO","FL","32827","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2059,"Stuart Hold Room","STUHOLD","3500 SE COMMERCE AVE","STUART","FL","34997","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2060,"Tallahassee Hold Room","TALHOLD","1530 COMMONWEALTH BUSINESS BLVD","TALLAHASSEE","FL","32303","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2061,"Tampa Hold Room","TAMHOLD","1201 Orient Rd, Tampa, FL 33619","TAMPA","FL","33619","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2062,"Guam ERO Hold Room","AGAHOLD","108 Herman Cortez Ave","Hag̴ṯa","GU","96910","ero_hold","ICE ERO Hold Room","hold","Hold","Hold/Staging"
2063,"ERO Honolulu Sub-Office Hold Room","HHWHOLD","595 ALA MOANA BLVD","HONOLULU","HI","96813","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2064,"Cedar Rapids Hold Room","CRIHOLD","53 3rd Ave Bridge, Cedar Rapids, IA 52401","CEDAR RAPIDS","IA","52401","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2065,"Des Moines Hold Room","DSMHOLD","222 5th Ave, Des Moines, IA 50309","DES MOINES","IA","50301","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2066,"Sioux City Hold Room","SXCHOLD","1400 PIERCE STREET","SIOUX CITY","IA","51101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2067,"Boise Hold Room","BOIHOLD","1185 S. VINNELL WAY","BOISE","ID","83709","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2068,"Idaho Falls Hold Room","IFIHOLD","2075 NORTH BOULEVARD","IDAHO FALLS","ID","83401","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2069,"Twin Falls Hold Room","TFIHOLD","2496 ADDISON AVENUE EAST","TWIN FALLS","ID","83301","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2070,"Broadview Service Staging","BSAHOLD","1930 BEACH STREET","BROADVIEW","IL","60155","staging","ICE Staging Facility","hold","Staging","Hold/Staging"
2071,"Rock Island Hold Room","RIIHOLD","1317 3RD AVENUE","ROCK ISLAND","IL","61201","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2072,"Indianapolis Hold Room","INPHOLD","40 S Alabama St, Indianapolis, IN 46204","INDIANAPOLIS","IN","46206","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2073,"Wichita Holdroom","WICHOLD","217 W 3RD ST. NORTH","WICHITA","KS","67201","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2074,"Louisville Hold Room","LOUHOLD","400 S 6TH STREET","LOUISVILLE","KY","40202","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2075,"Oakdale Holding Room","OAKHOLD","1010 E WHATLEY ROAD","OAKDALE","LA","71463","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2076,"Shreveport Hold Room","VVSHOLD","400 TEXAS STREET, SUITE 900","SHREVEPORT","LA","71101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2077,"Portland, Me Holdroom","POMHOLD","511 NORTHWEST BROADWAY","PORTLAND","ME","04101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2078,"Grand Rapids Holdroom","GRMHOLD","517 OTTAWA AVE NW","GRAND RAPIDS","MI","49503","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2079,"ERO Hold Room (Springfield Mo)","SPGHOLD","2401 W. OLD ROUTE 66","STRAFFORD","MO","65757","ero_hold","ICE ERO Hold Room","hold","Hold","Hold/Staging"
2080,"St. Louis Holdroom","STLHOLD","1222 SPRUCE STREET","ST. LOUIS","MO","63101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2081,"Saipain Hold","SAIHOLD","Susupe, Saipan 96950, CNMI","SAIPAN","MP","96950","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2082,"Jackson Ms Hold Room","JAKHOLD","202 METROPLEX BLVD","PEARL","MS","39208","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2083,"Billings Hold Room","BILHOLD","2900 4TH AVE NORTH","BILLINGS","MT","59101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2084,"Hel District Custody","HELHOLD","805 COLLEEN STREET","HELENA","MT","59601","custody_case","ICE Custody/Case Facility","hold","Hold","Hold/Staging"
2085,"Charlotte Hold Room","CLTHOLD","601 E Trade St, Charlotte, NC 28202","CHARLOTTE","NC","28202","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2086,"Hendersonville Hold Room","HENHOLD","518 6TH AVE W","HENDERSONVILLE","NC","28792","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2087,"Raleigh Hold Room","RDUHOLD","120 Wilkinson Ave, Cary, NC 27513","CARY","NC","27512","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2088,"Grand Forks Hold Room","GRFHOLD","124 NORTH 6TH STREET","GRAND FORKS","ND","58203","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2089,"Grand Island Hold Room","GRIHOLD","220 N. WALNUT STREET","GRAND ISLAND","NE","68801","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2090,"North Platte Hold Room","NRPHOLD","300 East 3rd Street North Platte, NE 69101","NORTH PLATTE","NE","69101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2091,"Omaha Fo Hold","OMAHOLD","2323 AVENUE J","OMAHA","NE","68110","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2092,"Manchester Holdroom","MANHOLD","811 CANAL STREET","MANCHESTER","NH","03101","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2093,"Albuquerque Hold Room","ABQHOLD","1720 RANDOLPH ROAD","ALBUQUERQUE","NM","87106","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2094,"Las Vegas Hold Room","LVGHOLD","3373 PEPPER LANE","LAS VEGAS","NV","89120","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2095,"Reno Hold Room","RENHOLD","911 E Parr Blvd, Reno, NV 89512","RENO","NV","89512","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2096,"Albany Holdroom","ALBHOLD","1086 TROY-SCHENECTADY RD","LATHAM","NY","12110","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2097,"Buffalo Usbp Hold Room","CBPHOLD","250 Delaware Avenue Floor 7","Buffalo","NY","14202","cbp","CBP Hold Facility","hold","USBP","Federal"
2098,"Batavia Command Center Holdroom","CMDHOLD","4250 FEDERAL DRIVE","Batavia","NY",NA,"command_center","ICE Command Center","hold","Hold","Hold/Staging"
2099,"Vrk Prcs","VRK","201 VARICK STREET","NEW YORK","NY","10014","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2100,"Cincinnati Holdroom","CINHOLD","9875 Redhill Drive","Blue Ash","OH","45242","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2101,"Cleveland Hold Room","CLEHOLD","1240 E. 9TH STREET, ROOM 585","CLEVELAND","OH","44199","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2102,"Columbus Holdroom","CLMHOLD","50 WEST BROAD ST","COLUMBUS","OH","43215","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2103,"Oklahoma City Hold Room.","OKCHOLD","4400 SW 44TH STREET","OKLAHOMA CITY","OK","73119","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2104,"Eugene Holdroom","EUGHOLD","211 EAST 7TH AVENUE","EUGENE","OR","97401","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2105,"Medford Sub-Office","MEDHOLD","310 WEST 6TH STREET","MEDFORD","OR","97501","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2106,"Portland District Office","POOHOLD","1111 SOUTHWEST 2ND AVENUE","PORTLAND","OR","97204","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2107,"Pittsburgh Holdroom","PITHOLD","3000 SIDNEY ST SUITE 100","PITTSBURGH","PA","15203","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2108,"Pike County ERO Hold Room","PKEHOLD","170 PIKE COUNTY BLVD","HAWLEY","PA","18428","ero_hold","ICE ERO Hold Room","hold","Hold","Hold/Staging"
2109,"Aguadilla SPC","AGC","Maleza Baja, Aguadilla, Puerto Rico, Aguadilla 00604Puerto Rico","AGUADILLA","PR","00603","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2110,"San Juan Sub-Office Hold Room","SAJHOLD","7 Cll TabonucoGuaynabo, 00968, Puerto Rico","GUAYNABO","PR","00968","sub_office","ICE ERO Sub-Office","hold","Staging","Hold/Staging"
2111,"San Juan Airport Hold Room","SJUHOLD","LUIS MUNOZ MARIN IA","SAN JUAN","PR","00937","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2112,"Prohold","PROHOLD","443 Jefferson Blvd North Suite","Warwick","RI","02886","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2113,"Charleston, Sc Hold Room","CHLHOLD","3950 FABER PLACE DR","CHARLESTON","SC","29705","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2114,"Columbia, Sc Holdroom","COAHOLD","1835 Assembly St Columbia, SC 29201","COLUMBIA","SC","29201","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2115,"Greer Hold Room","GRRHOLD","501 Pennsylvania Ave, Greer, SC 29650","GREER","SC","29650","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2116,"Rapid City Hold Room","RPCHOLD","1675 SAMCO ROAD","RAPID CITY","SD","57702","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2117,"Sioux Falls Hold Room","SFDHOLD","300 EAST 8TH STREET","SIOUX FALLS","SD","57103","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2118,"Chattanooga Hold Room","CNGHOLD","3117 Dayton Blvd, Red Bank, TN 37415","CHATTANOOGA","TN","37450","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2119,"Knoxville Hold Room","KNXHOLD","UNAVAILABLE","KNOXVILLE","TN","37920","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2120,"Memphis Hold Room","MEMHOLD","842 VIRGINIA RUN COVE","MEMPHIS","TN","38122","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2121,"Nashville Hold Room","NSVHOLD","UNAVAILABLE","NASHVILLE","TN","37201","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2122,"Amarillo Hold Room","AMTHOLD","8601 E. AMARILLO BLVD","AMARILLO","TX","79801","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2123,"Athens, Tx Hold Room","ATTHOLD","109 W CORSICANA STREET","ATHENS","TX","75751","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2124,"Austin Dro Hold Room","AUSHOLD","300 EAST 8TH STREET","AUSTIN","TX","78701","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2125,"Big Spring Hold Room","BSCHOLD","1701 APRON DRIVE","BIG SPRING","TX","79720","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2126,"Del Rio Dro Hold Room","DLRHOLD","2401 DODSON AVENUE","DEL RIO","TX","78840","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2127,"Egp Cpc Holding","EPCPCTX","11541 Montana Ave Suite E","El Paso","TX","79936","hold_room","ICE Hold Room","hold",NA,NA
2128,"Lubbock Hold Room","LBKHOLD","1205 TEXAS AVE, SUITE 605","LUBBOCK","TX","79401","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2129,"Laredo Detention Center Hold Room","LRDHOLD","4702 EAST SAUNDERS STREET","LAREDO","TX","78041","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2130,"Los Fresnos Hold Room","LSFHOLD","213 Orive Blvd, Los Fresnos, TX 78566","LOS FRESNOS","TX","78566","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2131,"Midland, Tx ERO Holdroom","MLDHOLD","400 S. MAIN STREET","MIDLAND","TX","79701","ero_hold","ICE ERO Hold Room","hold","Hold","Hold/Staging"
2132,"Pecos Hold Room","PCSHOLD","250 EAST PALMER ROAD","PECOS","TX","79772","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2133,"Pdn Hold Room","PDNHOLD","1000 S. EL PASO STREET","EL PASO","TX","79901","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2134,"Prairieland Suboffice Hold Room","PRLHOLD","1209 SUNFLOWER LN","ALVARADO","TX","76009","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2135,"Rio Grande Valley Staging","RGS","27991 BUENA VISTA BLVD","LOS FRESNOS","TX","78566","staging","ICE Staging Facility","hold","Staging","Hold/Staging"
2136,"San Angelo Holdroom","SAGHOLD","3197 EXECUTIVE DR","SAN ANGELO","TX","76904","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2137,"South Texas/Pearsall Hold Room","STDHOLD","566 VETERAN DRIVE","PEARSALL","TX","78061","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2138,"Waco Dro Hold Room","WCTHOLD","800 FRANKLIN AVENUE","WACO","TX","76701","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2139,"Ogden Hold Room","OGUHOLD","2487 S. 1620 W., UNIT E.","OGDEN","UT","84401","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2140,"Provo Hold Room","PRUHOLD","3075 NORTH MAIN","SPANISH FORK","UT","84660","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2141,"St. George, Ut Holdroom","SGUHOLD","UNAVAILABLE","SAINT GEORGE","UT","84770","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2142,"Harrisonburg Hold Room","HBGHOLD","263 Neff Ave., Harrisonburg, VA 22801","HARRISONBURG","VA","22801","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2143,"Norfolk Sub-Office Hold","NORHOLD","5280 HENNEMAN DRIVE","NORFOLK","VA","23513","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2144,"Richmond Sub-Office Hold","RCMHOLD","400 N 8th St, Richmond, VA 23219","RICHMOND","VA","23219","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2145,"Charlotte Amalie Holdroom","CHAHOLD","5500, Veterans Dr, St Thomas 00801, U.S. Virgin Islands","ST. THOMAS","VI","00801","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2146,"Saint Albans Hold Room","STAHOLD","64 GRICEBROOK ROAD","SAINT ALBANS","VT","05478","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2147,"Yakima Sub-Office","YAKHOLD","3701 RIVER ROAD","YAKIMA","WA","98902","sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2148,"Milwaukee Holdroom","MILHOLD","310 E. KNAPP STREET","MILWAUKEE","WI","53201","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2149,"Cheyenne Holdroom","CHYHOLD","308 W. 21ST STREET","CHEYENNE","WY","82001","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2150,"Casper Holdroom","CSPHOLD","150 E. B STREET","CASPER","WY","82601","hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2151,"Anchorage Sub-Office Hold Room","ANCHOLD",NA,NA,"AK",NA,"sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2152,"Mobile Holdroom","MOAHOLD",NA,NA,"AL",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2153,"Arizona State Prison - Yuma","AZSVCPC",NA,NA,"AZ",NA,"hold_room","ICE Hold Room","hold","state_prison","Non-Dedicated"
2154,"Redding Hold Room","REDHOLD",NA,NA,"CA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2155,"Santa Maria Sub Office ERO","SMAHOLD",NA,NA,"CA",NA,"sub_office","ICE ERO Sub-Office","hold","sub_office","Hold/Staging"
2156,"Colo Springs Den Hsi Hold","CSDHOLD",NA,NA,"CO",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2157,"Miami Border Patrol","IBPSMIA",NA,NA,"FL",NA,"cbp","CBP Hold Facility","hold","ero_hold","Hold/Staging"
2158,"Bowling Green Hold Room","BLGHOLD",NA,NA,"KY",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2159,"Salisbury Hold Room","SALHOLD",NA,NA,"MD",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2160,"Duluth Hold Room","DULHOLD",NA,NA,"MN",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2161,"Mount Laurel Hold Room","MLJHOLD",NA,NA,"NJ",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2162,"Las Cruces Hold Room","LASHOLD",NA,NA,"NM",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2163,"Roswell Hold Room","RSWHOLD",NA,NA,"NM",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2164,"Champlain Hold Room","CHMHOLD",NA,NA,"NY",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2165,"Central Islip Hold Room","CIPHOLD",NA,NA,"NY",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2166,"Newburgh Holding","NBGHOLD",NA,NA,"NY",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2167,"Syracuse Hold Room","SYRHOLD",NA,NA,"NY",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2168,"Tulsa Hold Room","TULHOLD",NA,NA,"OK",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2169,"Williamsport Hold Room","WPOHOLD",NA,NA,"PA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2170,"York Hold Room","YRKHOLD",NA,NA,"PA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2171,"Corpus Christi Eor Hold Room","CRPHOLD",NA,NA,"TX",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2172,"El Paso Soft Sided Facility","EPSSFTX",NA,NA,"TX",NA,"hold_room","ICE Hold Room","hold","Staging","Hold/Staging"
2173,"Mcallen Hold Room","MCAHOLD",NA,NA,"TX",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2174,"Montgomery Hold Rm","MTGHOLD",NA,NA,"TX",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2175,"Lorton, Va Hold Room","LTVHOLD",NA,NA,"VA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2176,"Roanoke Sub-Office Hold Room","RMKHOLD",NA,NA,"VA",NA,"sub_office","ICE ERO Sub-Office","hold","Hold","Hold/Staging"
2177,"Ferndale Hold Room","FDLHOLD",NA,NA,"WA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2178,"Richland Hold Room","RICHOLD",NA,NA,"WA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2179,"Spokane Hold Room","SPOHOLD",NA,NA,"WA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
2180,"Wenatchee Hold Room","WNTHOLD",NA,NA,"WA",NA,"hold_room","ICE Hold Room","hold","Hold","Hold/Staging"
3001,"Bartlett Regional Hospital","BRLHOAK","3260 Hospital Dr","Juneau","AK","99801",NA,"Medical Facility","medical","Medical","Medical"
3002,"Banner University Medical Phoenix","BANHOAZ","1111 E McDowell Rd","Phoenix","AZ","85006",NA,"Medical Facility","medical","Hospital","Medical"
3003,"Banner Ironwood Med Ctr","BIMDCAZ","37000 N Gantzel Rd","Queen Creek","AZ","85140",NA,"Medical Facility","medical","Hospital","Medical"
3004,"Banner Medical Ctr Tucson","BNMCTAZ","1625 N Campbell Ave","Tucson","AZ","85719",NA,"Medical Facility","medical","Hospital","Medical"
3005,"Casa Grande Reg. Med. Center","CGRMCAZ","1625 N Campbell Ave","Casa Grande","AZ","85222",NA,"Medical Facility","medical","Hospital","Medical"
3006,"Chandler Reg Med Ctr","CHANRAZ","1955 W Frye Rd","Chandler","AZ","85224",NA,"Medical Facility","medical","Hospital","Medical"
3007,"Florence Hospital","FLORHAZ","4545 N Hunt Highway","Florence","AZ","85132",NA,"Medical Facility","medical","Hospital","Medical"
3008,"Promise Hospital","KPCHOAZ","433 E 6th St","Mesa","AZ","85203",NA,"Medical Facility","medical","Hospital","Medical"
3009,"La Paz Regional Hospital","LPZRHAZ","1200 Mohave Rd","Parker","AZ","85344",NA,"Medical Facility","medical","Hospital","Medical"
